,Usia,Gender,Gaji,Jumlah Anak
5045,29,L,5-10jt,2
5046,40,L,1-3jt,0
5047,27,L,1-3jt,1
5048,46,P,3-5jt,4
5049,39,P,1-3jt,4
5050,40,P,1-3jt,3
5051,36,P,1-3jt,0
5052,36,L,3-5jt,1
5053,42,P,1-3jt,1
5054,26,L,3-5jt,2
5055,27,P,5-10jt,3
5056,31,L,3-5jt,3
5057,28,L,3-5jt,1
5058,59,L,1-3jt,2
5059,23,P,1-3jt,2
5060,58,L,1-3jt,5
5061,31,L,1-3jt,2
5062,23,P,1-3jt,4
5063,24,P,5-10jt,2
5064,26,L,5-10jt,2
5065,59,P,5-10jt,1
5066,22,L,5-10jt,6
5067,48,L,3-5jt,3
5068,52,P,3-5jt,5
5069,59,L,3-5jt,2
5070,32,P,1-3jt,2
5071,35,L,3-5jt,3
5072,40,P,1-3jt,6
5073,21,P,1-3jt,2
5074,48,L,5-10jt,4
5075,33,L,5-10jt,2
5076,37,L,3-5jt,1
5077,38,L,5-10jt,4
5078,30,L,1-3jt,6
5079,33,P,5-10jt,3
5080,42,L,5-10jt,4
5081,54,L,3-5jt,1
5082,46,P,3-5jt,5
5083,31,P,5-10jt,2
5084,23,P,1-3jt,5
5085,42,P,1-3jt,1
5086,57,P,3-5jt,4
5087,18,P,5-10jt,3
5088,25,L,1-3jt,2
5089,41,L,5-10jt,2
5090,49,L,1-3jt,3
5091,38,L,5-10jt,2
5092,60,P,3-5jt,4
5093,28,L,3-5jt,2
5094,45,P,5-10jt,0
5095,57,P,3-5jt,4
5096,27,P,1-3jt,5
5097,36,L,5-10jt,6
5098,33,L,1-3jt,4
5099,47,L,5-10jt,3
5100,53,L,5-10jt,1
5101,26,L,5-10jt,1
5102,17,L,1-3jt,4
5103,29,P,1-3jt,2
5104,53,L,1-3jt,5
5105,23,L,5-10jt,2
5106,48,L,5-10jt,4
5107,43,P,3-5jt,3
5108,42,L,1-3jt,6
5109,17,P,3-5jt,2
5110,17,P,5-10jt,2
5111,27,P,5-10jt,0
5112,37,L,3-5jt,6
5113,39,P,3-5jt,5
5114,46,P,5-10jt,5
5115,34,P,1-3jt,0
5116,59,P,3-5jt,1
5117,41,L,3-5jt,5
5118,18,L,3-5jt,0
5119,44,P,3-5jt,2
5120,46,P,5-10jt,6
5121,53,P,3-5jt,6
5122,32,L,1-3jt,0
5123,42,L,1-3jt,6
5124,53,L,3-5jt,6
5125,48,P,3-5jt,1
5126,58,L,5-10jt,1
5127,50,L,3-5jt,2
5128,30,P,5-10jt,5
5129,23,P,1-3jt,4
5130,26,P,1-3jt,2
5131,35,L,5-10jt,5
5132,26,P,5-10jt,3
5133,47,L,5-10jt,0
5134,25,P,5-10jt,2
5135,34,P,1-3jt,1
5136,53,L,3-5jt,1
5137,56,P,1-3jt,4
5138,25,L,1-3jt,0
5139,53,P,5-10jt,3
5140,33,P,5-10jt,0
5141,25,L,3-5jt,2
5142,19,L,3-5jt,2
5143,24,L,1-3jt,4
5144,36,P,3-5jt,3
5145,57,L,1-3jt,3
5146,20,P,3-5jt,4
5147,21,L,3-5jt,2
5148,41,P,1-3jt,4
5149,21,L,1-3jt,1
5150,49,P,5-10jt,1
5151,28,P,1-3jt,2
5152,18,P,1-3jt,0
5153,35,P,1-3jt,0
5154,43,P,5-10jt,1
5155,24,L,1-3jt,3
5156,28,L,3-5jt,5
5157,40,L,3-5jt,4
5158,30,P,3-5jt,4
5159,38,L,5-10jt,5
5160,59,L,3-5jt,0
5161,49,P,1-3jt,4
5162,23,P,5-10jt,0
5163,45,P,1-3jt,6
5164,36,L,5-10jt,1
5165,46,L,1-3jt,4
5166,30,L,3-5jt,2
5167,29,L,5-10jt,3
5168,34,L,3-5jt,2
5169,36,P,3-5jt,2
5170,39,L,5-10jt,2
5171,19,P,5-10jt,0
5172,37,L,3-5jt,1
5173,53,L,3-5jt,2
5174,36,L,5-10jt,6
5175,18,P,5-10jt,1
5176,18,P,1-3jt,6
5177,18,L,5-10jt,4
5178,49,L,1-3jt,0
5179,54,L,3-5jt,6
5180,51,L,1-3jt,0
5181,47,L,1-3jt,2
5182,60,L,1-3jt,6
5183,51,P,3-5jt,1
5184,29,L,3-5jt,3
5185,49,L,3-5jt,5
5186,23,P,5-10jt,5
5187,18,P,1-3jt,1
5188,35,L,3-5jt,2
5189,48,P,3-5jt,4
5190,36,L,3-5jt,2
5191,41,P,3-5jt,5
5192,45,P,5-10jt,6
5193,21,P,5-10jt,1
5194,52,P,3-5jt,2
5195,51,L,5-10jt,4
5196,28,L,1-3jt,0
5197,21,L,1-3jt,3
5198,20,P,5-10jt,1
5199,29,L,5-10jt,0
5200,35,L,1-3jt,5
5201,36,L,3-5jt,4
5202,32,P,5-10jt,0
5203,29,P,3-5jt,1
5204,60,P,5-10jt,2
5205,36,L,5-10jt,5
5206,48,P,5-10jt,3
5207,26,L,5-10jt,5
5208,29,P,5-10jt,4
5209,32,L,3-5jt,4
5210,24,L,1-3jt,0
5211,23,P,1-3jt,1
5212,40,P,3-5jt,1
5213,49,L,1-3jt,2
5214,39,P,1-3jt,5
5215,20,P,5-10jt,4
5216,29,P,3-5jt,3
5217,27,P,5-10jt,1
5218,41,L,3-5jt,1
5219,19,P,1-3jt,3
5220,59,L,5-10jt,4
5221,23,P,5-10jt,3
5222,23,L,5-10jt,5
5223,40,L,1-3jt,1
5224,41,P,5-10jt,0
5225,54,L,1-3jt,5
5226,56,L,1-3jt,0
5227,40,P,1-3jt,0
5228,29,L,3-5jt,4
5229,24,L,5-10jt,1
5230,26,L,5-10jt,5
5231,54,P,3-5jt,0
5232,30,L,3-5jt,6
5233,18,L,3-5jt,1
5234,49,L,1-3jt,2
5235,18,L,3-5jt,6
5236,33,P,1-3jt,2
5237,52,L,5-10jt,5
5238,29,P,5-10jt,1
5239,41,L,5-10jt,6
5240,19,L,5-10jt,6
5241,31,L,5-10jt,0
5242,57,P,3-5jt,5
5243,30,P,5-10jt,5
5244,59,P,5-10jt,3
5245,43,L,1-3jt,2
5246,45,L,3-5jt,4
5247,43,L,5-10jt,3
5248,30,P,1-3jt,3
5249,21,P,1-3jt,5
5250,22,P,5-10jt,5
5251,41,L,3-5jt,2
5252,48,L,3-5jt,2
5253,33,P,1-3jt,3
5254,39,L,1-3jt,5
5255,36,L,3-5jt,2
5256,17,L,3-5jt,2
5257,35,P,3-5jt,1
5258,56,L,5-10jt,3
5259,18,L,5-10jt,5
5260,58,P,5-10jt,4
5261,21,P,1-3jt,3
5262,33,P,5-10jt,3
5263,50,P,5-10jt,4
5264,40,P,5-10jt,6
5265,26,P,1-3jt,0
5266,46,P,3-5jt,6
5267,59,P,3-5jt,5
5268,49,L,3-5jt,6
5269,49,P,3-5jt,6
5270,49,P,5-10jt,4
5271,45,L,3-5jt,5
5272,59,P,1-3jt,5
5273,29,L,1-3jt,1
5274,40,P,5-10jt,1
5275,28,P,1-3jt,3
5276,51,L,1-3jt,6
5277,30,P,3-5jt,3
5278,58,P,1-3jt,4
5279,34,L,1-3jt,2
5280,53,L,1-3jt,1
5281,40,L,5-10jt,4
5282,58,P,5-10jt,5
5283,30,L,3-5jt,5
5284,50,P,3-5jt,4
5285,59,P,1-3jt,1
5286,35,L,3-5jt,3
5287,53,L,1-3jt,2
5288,19,L,3-5jt,6
5289,44,L,1-3jt,0
5290,21,L,5-10jt,4
5291,55,P,3-5jt,4
5292,52,P,5-10jt,5
5293,58,P,1-3jt,6
5294,28,P,1-3jt,6
5295,47,L,3-5jt,1
5296,57,L,3-5jt,2
5297,47,L,1-3jt,1
5298,47,P,1-3jt,0
5299,17,P,3-5jt,2
5300,40,L,3-5jt,0
5301,34,L,3-5jt,6
5302,59,P,1-3jt,3
5303,29,L,1-3jt,0
5304,28,L,3-5jt,1
5305,58,P,5-10jt,2
5306,48,P,1-3jt,1
5307,26,L,5-10jt,4
5308,52,P,3-5jt,1
5309,47,L,5-10jt,4
5310,38,L,1-3jt,4
5311,39,L,1-3jt,5
5312,58,P,3-5jt,4
5313,42,P,1-3jt,0
5314,53,P,1-3jt,0
5315,55,L,5-10jt,1
5316,30,P,1-3jt,0
5317,31,L,1-3jt,3
5318,49,L,3-5jt,2
5319,20,L,5-10jt,5
5320,33,L,5-10jt,5
5321,22,P,5-10jt,4
5322,36,L,1-3jt,6
5323,24,P,5-10jt,0
5324,36,L,1-3jt,1
5325,37,P,1-3jt,0
5326,47,P,1-3jt,1
5327,18,P,5-10jt,0
5328,44,L,1-3jt,3
5329,46,L,1-3jt,3
5330,25,L,3-5jt,2
5331,47,L,3-5jt,6
5332,32,P,5-10jt,0
5333,46,L,5-10jt,3
5334,37,L,5-10jt,6
5335,46,P,1-3jt,1
5336,45,P,3-5jt,1
5337,24,L,1-3jt,5
5338,49,P,5-10jt,2
5339,48,P,1-3jt,4
5340,48,L,3-5jt,0
5341,20,P,5-10jt,4
5342,58,P,5-10jt,1
5343,59,L,3-5jt,3
5344,50,P,5-10jt,1
5345,32,P,5-10jt,4
5346,18,L,3-5jt,5
5347,39,L,1-3jt,5
5348,17,L,5-10jt,6
5349,38,L,1-3jt,2
5350,56,P,1-3jt,1
5351,53,L,1-3jt,0
5352,57,P,5-10jt,6
5353,17,P,1-3jt,6
5354,23,P,3-5jt,4
5355,21,L,3-5jt,6
5356,40,L,5-10jt,4
5357,17,P,5-10jt,5
5358,51,P,5-10jt,3
5359,21,L,3-5jt,4
5360,53,P,3-5jt,5
5361,55,P,3-5jt,6
5362,45,P,5-10jt,0
5363,31,P,3-5jt,0
5364,20,L,5-10jt,5
5365,22,L,5-10jt,0
5366,41,L,5-10jt,2
5367,19,L,1-3jt,4
5368,20,P,3-5jt,5
5369,33,P,3-5jt,4
5370,57,L,1-3jt,2
5371,47,L,3-5jt,4
5372,41,L,5-10jt,5
5373,53,L,5-10jt,5
5374,36,L,3-5jt,3
5375,33,P,3-5jt,6
5376,49,L,1-3jt,1
5377,29,L,5-10jt,3
5378,51,L,1-3jt,5
5379,32,P,3-5jt,4
5380,53,L,5-10jt,2
5381,40,L,1-3jt,1
5382,34,L,3-5jt,4
5383,22,L,5-10jt,4
5384,19,P,3-5jt,4
5385,57,L,1-3jt,5
5386,22,L,3-5jt,4
5387,42,P,1-3jt,5
5388,23,P,5-10jt,6
5389,18,L,1-3jt,1
5390,19,L,3-5jt,4
5391,23,P,1-3jt,6
5392,57,P,3-5jt,6
5393,35,P,1-3jt,5
5394,31,L,5-10jt,5
5395,41,P,3-5jt,3
5396,28,P,3-5jt,4
5397,35,L,5-10jt,6
5398,60,L,3-5jt,3
5399,31,P,1-3jt,0
5400,53,P,3-5jt,1
5401,54,P,5-10jt,5
5402,48,L,1-3jt,0
5403,31,L,5-10jt,4
5404,50,L,3-5jt,3
5405,22,P,1-3jt,0
5406,57,L,1-3jt,5
5407,57,P,3-5jt,2
5408,32,P,5-10jt,2
5409,33,P,1-3jt,1
5410,30,L,5-10jt,2
5411,31,L,5-10jt,6
5412,46,P,3-5jt,4
5413,21,P,5-10jt,2
5414,45,L,1-3jt,3
5415,41,L,5-10jt,0
5416,35,L,5-10jt,5
5417,25,P,3-5jt,3
5418,36,L,3-5jt,5
5419,22,L,1-3jt,2
5420,18,L,1-3jt,0
5421,17,P,3-5jt,3
5422,40,P,1-3jt,6
5423,36,P,1-3jt,6
5424,42,P,5-10jt,2
5425,60,L,5-10jt,5
5426,46,P,3-5jt,4
5427,38,L,3-5jt,6
5428,33,L,5-10jt,0
5429,52,P,1-3jt,0
5430,41,P,1-3jt,6
5431,59,L,5-10jt,0
5432,44,P,1-3jt,6
5433,23,P,1-3jt,5
5434,59,L,3-5jt,6
5435,59,L,3-5jt,3
5436,23,P,5-10jt,4
5437,19,L,3-5jt,1
5438,26,L,5-10jt,0
5439,48,L,1-3jt,0
5440,22,P,5-10jt,6
5441,45,L,1-3jt,5
5442,52,L,3-5jt,0
5443,45,L,1-3jt,3
5444,51,L,3-5jt,5
5445,23,L,1-3jt,1
5446,40,P,1-3jt,1
5447,37,P,3-5jt,1
5448,20,P,3-5jt,0
5449,42,P,1-3jt,4
5450,56,L,5-10jt,6
5451,32,L,3-5jt,5
5452,45,L,3-5jt,3
5453,35,L,1-3jt,3
5454,55,P,3-5jt,3
5455,19,L,1-3jt,1
5456,18,L,3-5jt,0
5457,36,P,3-5jt,0
5458,44,L,3-5jt,5
5459,22,P,1-3jt,2
5460,37,P,1-3jt,4
5461,33,L,3-5jt,3
5462,49,P,1-3jt,3
5463,26,P,5-10jt,1
5464,20,P,3-5jt,5
5465,25,P,5-10jt,6
5466,21,L,1-3jt,2
5467,25,L,1-3jt,0
5468,59,P,3-5jt,3
5469,46,P,3-5jt,6
5470,33,L,1-3jt,3
5471,49,P,3-5jt,0
5472,22,L,1-3jt,0
5473,26,L,5-10jt,3
5474,48,L,1-3jt,5
5475,53,P,1-3jt,4
5476,36,P,1-3jt,1
5477,32,P,3-5jt,4
5478,27,L,1-3jt,1
5479,44,P,1-3jt,5
5480,28,L,1-3jt,1
5481,18,P,3-5jt,1
5482,18,P,3-5jt,3
5483,46,L,1-3jt,0
5484,38,P,1-3jt,6
5485,35,L,3-5jt,3
5486,41,L,1-3jt,5
5487,60,L,1-3jt,6
5488,19,L,5-10jt,5
5489,25,P,1-3jt,6
5490,34,L,5-10jt,6
5491,37,P,3-5jt,2
5492,57,L,3-5jt,1
5493,41,P,3-5jt,6
5494,56,L,3-5jt,5
5495,28,P,1-3jt,5
5496,51,L,1-3jt,3
5497,58,L,1-3jt,0
5498,39,P,3-5jt,0
5499,37,P,3-5jt,5
5500,39,P,5-10jt,2
5501,40,L,1-3jt,1
5502,48,P,1-3jt,4
5503,50,L,3-5jt,4
5504,37,L,1-3jt,6
5505,44,L,3-5jt,4
5506,50,L,3-5jt,5
5507,31,P,1-3jt,6
5508,45,L,5-10jt,1
5509,43,P,3-5jt,5
5510,35,P,1-3jt,4
5511,55,P,3-5jt,0
5512,47,L,5-10jt,3
5513,43,P,1-3jt,4
5514,37,P,1-3jt,4
5515,21,P,1-3jt,3
5516,20,L,3-5jt,4
5517,18,L,1-3jt,5
5518,40,L,3-5jt,3
5519,28,L,1-3jt,2
5520,55,P,1-3jt,1
5521,27,L,5-10jt,3
5522,17,P,5-10jt,2
5523,44,L,1-3jt,0
5524,57,P,5-10jt,4
5525,30,L,3-5jt,6
5526,60,P,5-10jt,6
5527,42,P,5-10jt,6
5528,27,L,5-10jt,4
5529,54,L,1-3jt,5
5530,47,L,3-5jt,4
5531,47,P,1-3jt,4
5532,22,P,3-5jt,2
5533,26,P,3-5jt,5
5534,38,P,1-3jt,4
5535,60,L,3-5jt,1
5536,40,L,3-5jt,2
5537,24,L,1-3jt,5
5538,42,L,1-3jt,1
5539,42,P,5-10jt,3
5540,50,P,3-5jt,3
5541,19,P,1-3jt,5
5542,25,L,5-10jt,6
5543,18,L,1-3jt,5
5544,56,L,5-10jt,1
5545,50,P,1-3jt,2
5546,53,P,5-10jt,6
5547,31,P,5-10jt,3
5548,27,P,3-5jt,6
5549,17,P,5-10jt,4
5550,54,L,1-3jt,1
5551,47,P,1-3jt,4
5552,43,P,5-10jt,2
5553,45,L,3-5jt,4
5554,25,P,5-10jt,5
5555,27,P,5-10jt,3
5556,44,L,3-5jt,5
5557,35,L,3-5jt,3
5558,35,P,3-5jt,2
5559,35,L,3-5jt,0
5560,26,L,1-3jt,1
5561,49,P,1-3jt,1
5562,57,P,3-5jt,2
5563,28,P,1-3jt,0
5564,46,L,1-3jt,0
5565,54,L,1-3jt,6
5566,22,L,1-3jt,0
5567,33,L,3-5jt,6
5568,27,L,1-3jt,2
5569,44,P,1-3jt,1
5570,30,P,5-10jt,5
5571,23,P,1-3jt,6
5572,18,P,1-3jt,3
5573,40,P,3-5jt,1
5574,50,L,3-5jt,3
5575,46,P,5-10jt,2
5576,59,L,1-3jt,5
5577,30,L,1-3jt,6
5578,60,L,1-3jt,4
5579,56,L,3-5jt,2
5580,41,L,1-3jt,0
5581,28,L,3-5jt,4
5582,41,L,1-3jt,5
5583,43,L,3-5jt,1
5584,34,P,3-5jt,2
5585,25,L,3-5jt,2
5586,45,P,5-10jt,3
5587,24,P,3-5jt,6
5588,23,P,5-10jt,1
5589,40,P,3-5jt,3
5590,47,L,3-5jt,4
5591,42,L,3-5jt,1
5592,52,L,1-3jt,5
5593,30,L,1-3jt,2
5594,30,P,1-3jt,3
5595,28,L,1-3jt,3
5596,18,P,5-10jt,6
5597,40,L,5-10jt,2
5598,31,P,5-10jt,2
5599,17,L,3-5jt,0
5600,59,P,1-3jt,6
5601,51,P,1-3jt,1
5602,51,P,3-5jt,6
5603,17,L,5-10jt,6
5604,49,P,1-3jt,5
5605,22,L,3-5jt,6
5606,55,L,1-3jt,6
5607,19,L,1-3jt,1
5608,58,L,5-10jt,5
5609,25,P,5-10jt,2
5610,52,P,5-10jt,5
5611,38,P,3-5jt,6
5612,32,L,5-10jt,2
5613,43,P,1-3jt,4
5614,30,L,1-3jt,0
5615,33,P,5-10jt,0
5616,27,P,1-3jt,5
5617,32,P,3-5jt,4
5618,21,L,3-5jt,4
5619,43,P,5-10jt,2
5620,20,L,5-10jt,6
5621,26,L,3-5jt,4
5622,48,P,5-10jt,3
5623,21,P,3-5jt,4
5624,36,P,3-5jt,0
5625,56,L,1-3jt,5
5626,58,L,5-10jt,3
5627,42,L,5-10jt,1
5628,31,L,3-5jt,1
5629,48,P,3-5jt,4
5630,42,L,1-3jt,6
5631,55,P,5-10jt,1
5632,47,P,5-10jt,1
5633,58,L,3-5jt,6
5634,45,L,1-3jt,0
5635,25,L,5-10jt,4
5636,33,P,1-3jt,5
5637,55,P,3-5jt,4
5638,23,L,5-10jt,5
5639,45,L,3-5jt,6
5640,45,L,1-3jt,2
5641,23,P,1-3jt,3
5642,60,P,5-10jt,2
5643,28,L,3-5jt,1
5644,48,L,5-10jt,2
5645,58,L,5-10jt,4
5646,57,L,5-10jt,4
5647,41,L,1-3jt,2
5648,36,P,3-5jt,1
5649,26,L,1-3jt,6
5650,17,P,5-10jt,3
5651,33,P,1-3jt,5
5652,42,P,3-5jt,6
5653,36,L,3-5jt,5
5654,28,L,5-10jt,1
5655,24,L,1-3jt,4
5656,47,L,1-3jt,5
5657,51,P,5-10jt,0
5658,59,L,3-5jt,4
5659,39,L,5-10jt,5
5660,42,L,3-5jt,0
5661,49,P,1-3jt,2
5662,54,L,1-3jt,2
5663,55,L,1-3jt,6
5664,43,P,3-5jt,0
5665,28,L,1-3jt,4
5666,29,L,5-10jt,4
5667,47,L,1-3jt,1
5668,36,P,3-5jt,4
5669,37,P,5-10jt,3
5670,32,P,3-5jt,6
5671,25,L,3-5jt,4
5672,38,L,3-5jt,2
5673,45,P,3-5jt,6
5674,17,P,1-3jt,0
5675,41,L,5-10jt,5
5676,39,P,5-10jt,4
5677,56,L,5-10jt,3
5678,41,P,1-3jt,6
5679,57,L,5-10jt,4
5680,20,P,5-10jt,0
5681,47,P,5-10jt,3
5682,35,P,1-3jt,3
5683,54,P,3-5jt,6
5684,58,P,1-3jt,3
5685,36,L,1-3jt,4
5686,35,P,1-3jt,3
5687,47,L,1-3jt,2
5688,45,L,3-5jt,1
5689,37,L,1-3jt,0
5690,35,P,1-3jt,0
5691,53,L,3-5jt,3
5692,25,L,5-10jt,1
5693,46,P,1-3jt,0
5694,36,L,3-5jt,4
5695,57,L,1-3jt,4
5696,51,P,3-5jt,3
5697,52,L,5-10jt,5
5698,29,L,5-10jt,5
5699,59,L,3-5jt,0
5700,21,L,1-3jt,3
5701,18,L,3-5jt,4
5702,40,P,3-5jt,3
5703,26,P,1-3jt,3
5704,53,P,1-3jt,6
5705,57,L,1-3jt,6
5706,38,P,5-10jt,2
5707,37,P,5-10jt,0
5708,35,P,5-10jt,5
5709,51,P,5-10jt,5
5710,25,L,1-3jt,3
5711,26,L,5-10jt,3
5712,18,L,5-10jt,3
5713,48,P,3-5jt,0
5714,51,L,5-10jt,2
5715,39,L,3-5jt,5
5716,55,P,1-3jt,5
5717,42,L,1-3jt,6
5718,40,L,1-3jt,3
5719,41,L,5-10jt,6
5720,29,P,1-3jt,4
5721,46,P,1-3jt,5
5722,30,L,3-5jt,3
5723,44,L,1-3jt,1
5724,44,L,3-5jt,3
5725,36,L,1-3jt,2
5726,56,P,1-3jt,4
5727,27,L,5-10jt,4
5728,48,P,5-10jt,2
5729,29,L,3-5jt,4
5730,39,P,1-3jt,3
5731,41,L,3-5jt,1
5732,54,P,3-5jt,6
5733,39,L,1-3jt,0
5734,37,L,1-3jt,2
5735,45,P,3-5jt,2
5736,29,L,5-10jt,1
5737,34,P,1-3jt,1
5738,52,L,1-3jt,0
5739,19,P,1-3jt,6
5740,29,P,3-5jt,6
5741,31,L,1-3jt,0
5742,32,L,1-3jt,5
5743,51,L,3-5jt,2
5744,22,L,1-3jt,3
5745,41,P,3-5jt,3
5746,37,L,5-10jt,5
5747,41,L,3-5jt,3
5748,40,L,1-3jt,4
5749,27,P,1-3jt,5
5750,46,P,1-3jt,2
5751,53,P,5-10jt,1
5752,56,L,3-5jt,0
5753,38,L,1-3jt,2
5754,37,L,1-3jt,3
5755,24,L,5-10jt,4
5756,52,L,5-10jt,4
5757,19,L,1-3jt,2
5758,43,P,5-10jt,2
5759,53,L,3-5jt,5
5760,37,L,5-10jt,2
5761,48,L,3-5jt,2
5762,60,P,3-5jt,3
5763,56,L,5-10jt,6
5764,36,L,5-10jt,1
5765,17,L,3-5jt,6
5766,19,P,5-10jt,4
5767,36,L,5-10jt,0
5768,50,P,3-5jt,0
5769,52,P,3-5jt,6
5770,38,P,5-10jt,3
5771,28,L,5-10jt,1
5772,56,P,1-3jt,0
5773,27,L,1-3jt,3
5774,58,L,3-5jt,0
5775,30,L,1-3jt,6
5776,51,L,3-5jt,2
5777,28,P,5-10jt,2
5778,36,P,3-5jt,5
5779,19,P,5-10jt,4
5780,52,L,3-5jt,6
5781,27,L,3-5jt,3
5782,37,L,1-3jt,1
5783,24,L,5-10jt,4
5784,46,L,5-10jt,1
5785,38,P,1-3jt,2
5786,27,P,5-10jt,1
5787,33,L,3-5jt,4
5788,37,P,1-3jt,2
5789,46,L,3-5jt,0
5790,28,P,1-3jt,2
5791,55,L,5-10jt,0
5792,59,L,1-3jt,6
5793,47,L,1-3jt,3
5794,23,L,3-5jt,2
5795,53,L,3-5jt,3
5796,52,P,5-10jt,3
5797,24,L,1-3jt,2
5798,30,P,3-5jt,2
5799,55,P,5-10jt,5
5800,41,P,3-5jt,3
5801,18,L,3-5jt,5
5802,22,P,1-3jt,3
5803,34,L,1-3jt,6
5804,54,L,5-10jt,5
5805,53,P,1-3jt,5
5806,41,P,5-10jt,6
5807,44,P,3-5jt,6
5808,27,P,1-3jt,1
5809,34,L,1-3jt,0
5810,36,P,3-5jt,5
5811,31,P,5-10jt,2
5812,44,P,5-10jt,2
5813,43,P,1-3jt,3
5814,58,L,5-10jt,2
5815,47,P,5-10jt,5
5816,60,L,1-3jt,0
5817,60,P,5-10jt,5
5818,46,P,1-3jt,3
5819,23,L,1-3jt,2
5820,21,P,5-10jt,2
5821,38,P,3-5jt,3
5822,32,P,5-10jt,2
5823,33,L,1-3jt,0
5824,43,P,1-3jt,1
5825,50,P,3-5jt,4
5826,42,L,1-3jt,5
5827,18,L,5-10jt,1
5828,21,P,1-3jt,4
5829,40,P,1-3jt,3
5830,50,L,5-10jt,2
5831,45,L,3-5jt,2
5832,19,P,5-10jt,3
5833,34,P,5-10jt,2
5834,60,L,3-5jt,0
5835,47,L,3-5jt,2
5836,46,P,1-3jt,6
5837,40,P,5-10jt,5
5838,25,L,1-3jt,5
5839,57,P,5-10jt,4
5840,47,P,1-3jt,5
5841,41,P,1-3jt,6
5842,20,P,1-3jt,6
5843,32,P,5-10jt,1
5844,33,L,3-5jt,5
5845,24,P,5-10jt,1
5846,35,L,5-10jt,6
5847,25,L,5-10jt,5
5848,51,P,5-10jt,2
5849,58,L,1-3jt,2
5850,52,L,5-10jt,0
5851,49,P,3-5jt,2
5852,17,P,5-10jt,0
5853,51,L,5-10jt,1
5854,19,P,3-5jt,4
5855,56,L,1-3jt,6
5856,32,P,3-5jt,6
5857,29,L,3-5jt,2
5858,59,L,5-10jt,5
5859,42,P,1-3jt,0
5860,28,L,1-3jt,3
5861,27,L,5-10jt,1
5862,33,L,5-10jt,3
5863,57,L,5-10jt,6
5864,53,P,5-10jt,0
5865,40,P,3-5jt,6
5866,60,L,3-5jt,6
5867,50,P,5-10jt,5
5868,37,P,5-10jt,5
5869,44,L,1-3jt,4
5870,24,L,1-3jt,5
5871,55,L,3-5jt,6
5872,53,L,5-10jt,2
5873,56,P,5-10jt,6
5874,41,L,1-3jt,1
5875,37,P,5-10jt,1
5876,38,P,5-10jt,6
5877,42,P,5-10jt,4
5878,58,L,5-10jt,6
5879,52,P,3-5jt,3
5880,27,L,5-10jt,1
5881,26,L,3-5jt,6
5882,50,L,5-10jt,5
5883,30,L,3-5jt,4
5884,59,P,3-5jt,2
5885,35,L,3-5jt,4
5886,36,L,3-5jt,3
5887,19,P,5-10jt,0
5888,50,P,3-5jt,2
5889,25,P,5-10jt,5
5890,45,L,3-5jt,0
5891,29,P,5-10jt,0
5892,48,L,5-10jt,6
5893,60,P,5-10jt,0
5894,34,L,5-10jt,2
5895,43,L,1-3jt,4
5896,37,L,1-3jt,2
5897,46,P,5-10jt,3
5898,55,L,1-3jt,5
5899,44,P,5-10jt,1
5900,39,L,3-5jt,4
5901,21,P,3-5jt,2
5902,60,L,3-5jt,5
5903,55,P,3-5jt,2
5904,29,L,1-3jt,0
5905,57,L,3-5jt,1
5906,59,L,5-10jt,0
5907,34,P,3-5jt,4
5908,44,L,5-10jt,4
5909,45,P,1-3jt,2
5910,19,P,1-3jt,1
5911,42,P,5-10jt,3
5912,31,P,1-3jt,1
5913,32,P,3-5jt,6
5914,58,P,1-3jt,0
5915,26,P,5-10jt,0
5916,39,L,1-3jt,3
5917,44,L,1-3jt,1
5918,35,L,1-3jt,3
5919,53,L,3-5jt,2
5920,44,P,3-5jt,4
5921,50,L,5-10jt,5
5922,20,L,5-10jt,1
5923,30,L,1-3jt,0
5924,50,L,3-5jt,1
5925,50,P,3-5jt,0
5926,51,P,1-3jt,6
5927,37,L,5-10jt,3
5928,35,L,5-10jt,4
5929,22,L,3-5jt,5
5930,22,L,5-10jt,3
5931,60,L,5-10jt,1
5932,17,P,3-5jt,5
5933,42,L,5-10jt,3
5934,58,P,3-5jt,5
5935,32,P,1-3jt,1
5936,40,L,5-10jt,1
5937,56,P,3-5jt,6
5938,24,P,5-10jt,2
5939,56,P,1-3jt,4
5940,44,L,3-5jt,5
5941,60,L,5-10jt,3
5942,36,L,3-5jt,4
5943,35,L,3-5jt,0
5944,33,P,3-5jt,4
5945,19,L,5-10jt,0
5946,60,P,3-5jt,4
5947,18,L,1-3jt,0
5948,56,P,3-5jt,1
5949,47,L,5-10jt,2
5950,44,P,3-5jt,3
5951,49,L,3-5jt,6
5952,48,L,1-3jt,5
5953,32,P,3-5jt,2
5954,18,L,3-5jt,1
5955,35,L,5-10jt,6
5956,25,P,3-5jt,3
5957,35,L,5-10jt,6
5958,44,L,1-3jt,4
5959,41,P,5-10jt,2
5960,23,L,1-3jt,4
5961,44,L,3-5jt,3
5962,51,P,1-3jt,2
5963,58,P,5-10jt,6
5964,24,P,5-10jt,4
5965,53,P,5-10jt,5
5966,23,P,1-3jt,4
5967,24,L,1-3jt,4
5968,53,L,5-10jt,3
5969,29,L,3-5jt,4
5970,43,P,1-3jt,1
5971,55,P,3-5jt,4
5972,46,L,1-3jt,5
5973,21,L,5-10jt,3
5974,34,L,1-3jt,3
5975,38,P,3-5jt,5
